type,name,category
mfxI16,mfxExtVP9Param.QIndexDeltaChromaDC,
mfxU16,mfxExtVP9Param.NumTileRows,
mfxU16,mfxExtVP9Param.NumTileColumns,
mfxU16,mfxExtVP9Segmentation.NumSegments,
mfxU16,mfxExtVP9Segmentation.Segment[8].FeatureEnabled,array
mfxI16,mfxExtVP9Segmentation.Segment[8].QIndexDelta,array
mfxI16,mfxExtVP9Segmentation.Segment[8].LoopFilterLevelDelta,array
mfxU16,mfxExtVP9Segmentation.Segment[8].ReferenceFrame,array
mfxU16,mfxExtVP9Segmentation.SegmentIdBlockSize,
mfxU32,mfxExtVP9Segmentation.NumSegmentIdAlloc,
mfxU8,mfxExtVP9Segmentation.SegmentId*,pointer
mfxU16,mfxExtVP9TemporalLayers.Layer[8].FrameRateScale,array
mfxU16,mfxExtVP9TemporalLayers.Layer[8].TargetKbps,array
int,mfxExtVPP3DLut.ChannelMapping,
int,mfxExtVPP3DLut.BufferType,
int,mfxExtVPP3DLut.SystemBuffer.Channel[3].DataType,array
mfxU32,mfxExtVPP3DLut.SystemBuffer.Channel[3].Size,array
mfxU8,mfxExtVPP3DLut.SystemBuffer.Channel[3].Data*,pointer:array
mfxU16,mfxExtVPP3DLut.SystemBuffer.Channel[3].Data16*,pointer:array
int,mfxExtVPP3DLut.VideoBuffer.DataType,
int,mfxExtVPP3DLut.VideoBuffer.MemLayout,
mfxMemId,mfxExtVPP3DLut.VideoBuffer.MemId*,pointer
mfxU16,mfxExtVPPColorFill.Enable,
mfxU16,mfxExtVPPComposite.Y,
mfxU16,mfxExtVPPComposite.R,
mfxU16,mfxExtVPPComposite.U,
mfxU16,mfxExtVPPComposite.G,
mfxU16,mfxExtVPPComposite.V,
mfxU16,mfxExtVPPComposite.B,
mfxU16,mfxExtVPPComposite.NumTiles,
mfxU16,mfxExtVPPComposite.NumInputStream,
mfxU32,mfxExtVPPComposite.InputStream*.DstX,pointer
mfxU32,mfxExtVPPComposite.InputStream*.DstY,pointer
mfxU32,mfxExtVPPComposite.InputStream*.DstW,pointer
mfxU32,mfxExtVPPComposite.InputStream*.DstH,pointer
mfxU16,mfxExtVPPComposite.InputStream*.LumaKeyEnable,pointer
mfxU16,mfxExtVPPComposite.InputStream*.LumaKeyMin,pointer
mfxU16,mfxExtVPPComposite.InputStream*.LumaKeyMax,pointer
mfxU16,mfxExtVPPComposite.InputStream*.GlobalAlphaEnable,pointer
mfxU16,mfxExtVPPComposite.InputStream*.GlobalAlpha,pointer
mfxU16,mfxExtVPPComposite.InputStream*.PixelAlphaEnable,pointer
mfxU16,mfxExtVPPComposite.InputStream*.TileId,pointer
mfxU16,mfxExtVPPDeinterlacing.Mode,
mfxU16,mfxExtVPPDeinterlacing.TelecinePattern,
mfxU16,mfxExtVPPDeinterlacing.TelecineLocation,
mfxU16,mfxExtVPPDenoise.DenoiseFactor,
int,mfxExtVPPDenoise2.Mode,
mfxU16,mfxExtVPPDenoise2.Strength,
mfxU16,mfxExtVPPDetail.DetailFactor,
mfxU32,mfxExtVPPDoNotUse.NumAlg,
mfxU32,mfxExtVPPDoNotUse.AlgList*,pointer
mfxU32,mfxExtVPPDoUse.NumAlg,
mfxU32,mfxExtVPPDoUse.AlgList*,pointer
mfxU16,mfxExtVPPFieldProcessing.Mode,
mfxU16,mfxExtVPPFieldProcessing.InField,
mfxU16,mfxExtVPPFieldProcessing.OutField,
mfxU16,mfxExtVPPFrameRateConversion.Algorithm,
mfxU16,mfxExtVPPImageStab.Mode,
mfxU16,mfxExtVPPMirroring.Type,
mfxF64,mfxExtVPPProcAmp.Brightness,
mfxF64,mfxExtVPPProcAmp.Contrast,
mfxF64,mfxExtVPPProcAmp.Saturation,
mfxU16,mfxExtVPPRotation.Angle,
mfxU16,mfxExtVPPScaling.ScalingMode,
mfxU16,mfxExtVPPScaling.InterpolationMethod,
mfxU16,mfxExtVPPVideoSignalInfo.In.TransferMatrix,
mfxU16,mfxExtVPPVideoSignalInfo.In.NominalRange,
mfxU16,mfxExtVPPVideoSignalInfo.Out.TransferMatrix,
mfxU16,mfxExtVPPVideoSignalInfo.Out.NominalRange,
mfxU16,mfxExtVPPVideoSignalInfo.TransferMatrix,
mfxU16,mfxExtVPPVideoSignalInfo.NominalRange,
mfxU16,mfxExtVideoSignalInfo.VideoFormat,
mfxU16,mfxExtVideoSignalInfo.VideoFullRange,
mfxU16,mfxExtVideoSignalInfo.ColourDescriptionPresent,
mfxU16,mfxExtVideoSignalInfo.ColourPrimaries,
mfxU16,mfxExtVideoSignalInfo.TransferCharacteristics,
mfxU16,mfxExtVideoSignalInfo.MatrixCoefficients,
mfxU32,mfxExtVppAuxData.SpatialComplexity,
mfxU32,mfxExtVppAuxData.TemporalComplexity,
mfxU16,mfxExtVppAuxData.PicStruct,
mfxU16,mfxExtVppAuxData.SceneChangeRate,
mfxU16,mfxExtVppAuxData.RepeatedFrame,
mfxU16,mfxExtVppMctf.FilterStrength,
